name,prozent
Al-Wazir (GRÜNE),27.506640106241697
Speer (CDU),22.50996015936255
Gersberg (SPD),18.741699867197877
Thüne (AfD),12.749003984063744
Jakel (DIE LINKE),8.300132802124834
