name,prozent
Kaffenberger (SPD),34.91686460807601
Franz (CDU),30.5788223527941
Ewald (GRÜNE),28.316039504938118
Horesnyi (AfD),12.464058007250907
Heide (DIE LINKE),8.826103262907864
