name,prozent
Bamberger (CDU),26.995489311629733
Sack (SPD),23.690919788193764
Dorn-Rancke (GRÜNE),17.179839184153757
Schleich (AfD),9.590115708962541
Schalauske (DIE LINKE),9.492057266130614
