name,prozent
Boddenberg (CDU),26.718252162039146
Schmidt (GRÜNE),25.914125322409348
Stier (SPD),20.163859808830225
Klinger (AfD),8.375056895766955
Mehler-Würzbach (DIE LINKE),7.980579578212714
