name,prozent
Bauer (CDU),30.48805601317957
Reiners (SPD),20.726935749588137
Mietzker-Becker (GRÜNE),16.19645799011532
Bletzer (AfD),14.147446457990116
Wilkening (FDP),7.959225700164745
