name,prozent
Heidt-Sommer (SPD),24.035926974519185
Bouffier (CDU),22.551986722639853
Schleenbecker (GRÜNE),19.281460509616323
Weegels (AfD),9.889680757590549
Becker (DIE LINKE),7.458752318656643
