name,prozent
Hofmeister (CDU),32.91158771794476
Eckert (SPD),29.20845548526462
Maurer (AfD),14.658231754358894
Föh-Harshman (GRÜNE),12.791235920382658
Hafeneger (FDP),7.437123900632618
