name,prozent
Pohlmann (CDU),38.53508345486955
Hamamiyeh Al-Homssi (SPD),26.737967914438503
May (GRÜNE),15.475611732296224
Venticinque-Effenberger (AfD),13.32036947010209
Becker (FDP),10.695187165775401
