name,prozent
Serke (CDU),27.069264904495466
Leudesdorff (SPD),23.345552768666796
Feldmayer (GRÜNE),18.19409608334941
Fuchs (AfD),13.254871695929
Gerntke (DIE LINKE),7.756125795871117
