name,prozent
Arnoldt (CDU),33.750197878739904
Fissmann (SPD),32.24631945543771
Schenk (AfD),14.817160044324837
Bayer (GRÜNE),9.830615798638593
Janisch (FREIE WÄHLER),5.746398606933671
