name,prozent
Förster-Heldmann (GRÜNE),31.25
Marquardt (SPD),25.094902386117134
Jourdan (CDU),16.770607375271148
Stockhaus (DIE LINKE),9.436008676789589
Swars (AfD),8.473427331887201
