name,prozent
Wintermeyer (CDU),33.573219932395595
Balcioglu (SPD),20.946461672663833
Strauß (GRÜNE),18.623923236288302
Bergmann (AfD),11.122015047432123
Schwarz (FDP),7.043942863373679
