name,prozent
Claus (CDU),26.817664701623745
Schell (SPD),26.248836487744338
Eisenhardt (GRÜNE),17.209639052642466
Horn-Posmyk (AfD),12.048815803082014
Kinkel (FREIE WÄHLER),6.008894404798841
