Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 08.10.2023 19:01:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
01253400300;"Bad Endbach";"SB";00006;"Bottenhorn / Hülshof, Bürgerhaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400300;"Bad Endbach";"SB";00007;"Dernbach Dorfgemeinschaftshaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400300;"Bad Endbach";"SB";00008;"Hartenrod II Dorfzentrum Jeegels Hoob";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400300;"Bad Endbach";"SB";00009;"Bad Endbach II Kur- und Bürgerhaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400300;"Bad Endbach";"SB";90011;"Briefwahlbezirk I";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400300;"Bad Endbach";"SB";90012;"Briefwahlbezirk II";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400300;"Bad Endbach";"SB";90013;"Briefwahlbezirk III";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00001;"Biedenkopf Senioren-Begegnungsstätte ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00002;"Biedenkopf Rathaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00003;"Biedenkopf Forstamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00004;"Biedenkopf Feuerwehrstützpunkt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00005;"Biedenkopf Finanzamt";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00006;"Breidenstein Bürgerhaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00007;"Dexbach Bürgerhaus";226;148;78;0;97;0;;;4;93;4,1;95,9;44;10;20;11;2;2;4;;;;;;;;;;;;;;;;;;;;;;;47,3;10,8;21,5;11,8;2,2;2,2;4,3;;;;;;;;;;;;;;;;;;;;;;;0;97;0,0;100,0;41;11;21;13;3;3;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;;;;;;;;;42,3;11,3;21,6;13,4;3,1;3,1;2,1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:43:52;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00008;"Eckelshausen Bürgerhaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00009;"Engelbach Bürgerhaus";238;181;57;0;121;0;;;0;121;0,0;100,0;60;6;16;23;5;1;10;;;;;;;;;;;;;;;;;;;;;;;49,6;5,0;13,2;19,0;4,1;0,8;8,3;;;;;;;;;;;;;;;;;;;;;;;1;120;0,8;99,2;54;8;16;26;3;1;9;1;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;45,0;6,7;13,3;21,7;2,5;0,8;7,5;0,8;0,0;0,8;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:38:52;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00011;"Kombach Bürgerhaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00012;"Wallau Gemeindezentrum FEG";615;446;169;0;250;1;;;2;248;0,8;99,2;95;13;46;77;3;3;11;;;;;;;;;;;;;;;;;;;;;;;38,3;5,2;18,5;31,0;1,2;1,2;4,4;;;;;;;;;;;;;;;;;;;;;;;1;249;0,4;99,6;82;14;46;86;3;3;6;2;2;2;0;0;2;0;0;0;1;0;0;0;0;;;;;;;;;32,9;5,6;18,5;34,5;1,2;1,2;2,4;0,8;0,8;0,8;0,0;0,0;0,8;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:58:43;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00013;"Wallau Fritz-Henkel-Halle";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00014;"Weifenbach ehem. Schule";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00015;"Biedenkopf Sporthalle Hinterlandschule";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00017;"Wallau Dietrich-Bonhoeffer-Haus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";00018;"Wallau Mittelpunktschule";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";90001;"Briefwahl 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";90002;"Briefwahl 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";90003;"Briefwahl 3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400400;"Biedenkopf, Stadt";"SB";90004;"Briefwahl 4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";00001;"Breidenbach Nord";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";00002;"Breidenbach Süd";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";00003;"Achenbach";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";00004;"Kleingladenbach";474;386;88;0;246;0;;;4;242;1,6;98,4;104;9;32;75;8;3;11;;;;;;;;;;;;;;;;;;;;;;;43,0;3,7;13,2;31,0;3,3;1,2;4,5;;;;;;;;;;;;;;;;;;;;;;;1;245;0,4;99,6;85;12;29;80;14;3;15;4;1;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;;34,7;4,9;11,8;32,7;5,7;1,2;6,1;1,6;0,4;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,4;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:39:25;0;;"";0
01253400500;"Breidenbach";"SB";00005;"Niederdieten";445;371;74;0;204;2;;;2;202;1,0;99,0;96;13;32;40;3;9;9;;;;;;;;;;;;;;;;;;;;;;;47,5;6,4;15,8;19,8;1,5;4,5;4,5;;;;;;;;;;;;;;;;;;;;;;;1;203;0,5;99,5;84;13;34;43;4;7;6;2;0;0;0;0;2;1;0;0;4;0;0;2;1;;;;;;;;;41,4;6,4;16,7;21,2;2,0;3,4;3,0;1,0;0,0;0,0;0,0;0,0;1,0;0,5;0,0;0,0;2,0;0,0;0,0;1,0;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:34:59;0;;"";0
01253400500;"Breidenbach";"SB";00006;"Oberdieten";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";00007;"Wiesenbach";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";00008;"Wolzhausen";488;393;95;0;241;0;;;4;237;1,7;98,3;114;9;34;63;5;5;7;;;;;;;;;;;;;;;;;;;;;;;48,1;3,8;14,3;26,6;2,1;2,1;3,0;;;;;;;;;;;;;;;;;;;;;;;5;236;2,1;97,9;100;21;26;67;4;4;6;4;1;2;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;42,4;8,9;11,0;28,4;1,7;1,7;2,5;1,7;0,4;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:53:47;0;;"";0
01253400500;"Breidenbach";"SB";90001;"Briefwahl 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400500;"Breidenbach";"SB";90002;"Briefwahl 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";00001;"Cölbe Kindertagesstätte Löwenzahn";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";00002;"Cölbe Gemeindehalle, kleiner Saal";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";00003;"Cölbe Gemeindehalle, großer Saal";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";00005;"Bürgeln Mehrzweckhalle";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";00007;"Reddehausen Versammlungsraum";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";1
01253400600;"Cölbe";"SB";00009;"Schönstadt Bürgerhaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";00010;"Schwarzenborn Dorfgemeinschaftshaus";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";0;0;;0;00007;"Reddehausen Versammlungsraum";2
01253400600;"Cölbe";"SB";90001;"Briefwahlbezirk 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400600;"Cölbe";"SB";90002;"Briefwahlbezirk 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400700;"Dautphetal";"SB";00001;"Allendorf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400700;"Dautphetal";"SB";00002;"Buchenau A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400700;"Dautphetal";"SB";00003;"Damshausen";163;135;28;0;105;0;;;2;103;1,9;98,1;46;3;14;27;1;0;12;;;;;;;;;;;;;;;;;;;;;;;44,7;2,9;13,6;26,2;1,0;0,0;11,7;;;;;;;;;;;;;;;;;;;;;;;1;104;1,0;99,0;45;7;12;29;2;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;43,3;6,7;11,5;27,9;1,9;0,0;7,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:55:25;0;;"";0
01253400700;"Dautphetal";"SB";00004;"Dautphe A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400700;"Dautphetal";"SB";00005;"Elmshausen";266;200;66;0;147;0;;;4;143;2,7;97,3;40;14;34;28;3;3;21;;;;;;;;;;;;;;;;;;;;;;;28,0;9,8;23,8;19,6;2,1;2,1;14,7;;;;;;;;;;;;;;;;;;;;;;;3;144;2,0;98,0;36;12;33;29;7;3;14;2;2;1;1;2;0;0;0;0;2;0;0;0;0;;;;;;;;;25,0;8,3;22,9;20,1;4,9;2,1;9,7;1,4;1,4;0,7;0,7;1,4;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:44:51;0;;"";0
01253400700;"Dautphetal";"SB";00006;"Friedensdorf A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
01253400700;"Dautphetal";"SB";00007;"Herzhausen";434;359;75;0;264;0;;;15;249;5,7;94,3;112;11;53;36;3;5;29;;;;;;;;;;;;;;;;;;;;;;;45,0;4,4;21,3;14,5;1,2;2,0;11,6;;;;;;;;;;;;;;;;;;;;;;;10;254;3,8;96,2;101;17;44;47;11;6;18;4;0;1;1;0;0;0;0;1;3;0;0;0;0;;;;;;;;;39,8;6,7;17,3;18,5;4,3;2,4;7,1;1,6;0,0;0,4;0,4;0,0;0,0;0,0;0,0;0,4;1,2;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 18:59:39;0;;"";0
01253400700;"Dautphetal";"SB";00008;"Holzhausen A";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"";"";"";1;0;;0;;"";0
