Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 09.10.2023 02:49:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
02744000600;"Echzell";"VF";;"";4118;2916;1202;0;2768;1078;67,2;2;95;2673;3,4;96,6;800;344;496;537;184;55;205;;52;;;;;;;;;;;;;;;;;;;;;29,9;12,9;18,6;20,1;6,9;2,1;7,7;;1,9;;;;;;;;;;;;;;;;;;;;;78;2690;2,8;97,2;908;348;450;544;124;52;105;46;31;10;6;0;10;6;4;2;22;1;1;13;7;;;;;;;;;33,8;12,9;16,7;20,2;4,6;1,9;3,9;1,7;1,2;0,4;0,2;0,0;0,4;0,2;0,1;0,1;0,8;0,0;0,0;0,5;0,3;;;;;;;;;"";"";"";"";6;6;2023-10-08 20:47:20;1;;"";
02744000700;"Florstadt, Stadt";"VF";;"";6766;4789;1977;0;4738;1805;70,0;2;99;4639;2,1;97,9;1377;435;961;1090;293;64;308;;111;;;;;;;;;;;;;;;;;;;;;29,7;9,4;20,7;23,5;6,3;1,4;6,6;;2,4;;;;;;;;;;;;;;;;;;;;;91;4647;1,9;98,1;1473;472;879;1135;197;60;191;78;60;23;5;3;12;4;6;1;20;5;7;14;2;;;;;;;;;31,7;10,2;18,9;24,4;4,2;1,3;4,1;1,7;1,3;0,5;0,1;0,1;0,3;0,1;0,1;0,0;0,4;0,1;0,2;0,3;0,0;;;;;;;;;"";"";"";"";11;11;2023-10-08 21:55:32;1;;"";
02744001500;"Münzenberg, Stadt";"VF";;"";4577;3371;1206;0;3364;1086;73,5;2;76;3288;2,3;97,7;1299;302;638;577;136;48;213;;75;;;;;;;;;;;;;;;;;;;;;39,5;9,2;19,4;17,5;4,1;1,5;6,5;;2,3;;;;;;;;;;;;;;;;;;;;;76;3288;2,3;97,7;1286;353;549;597;144;57;178;42;41;3;3;1;8;1;0;2;5;0;3;11;4;;;;;;;;;39,1;10,7;16,7;18,2;4,4;1,7;5,4;1,3;1,2;0,1;0,1;0,0;0,2;0,0;0,0;0,1;0,2;0,0;0,1;0,3;0,1;;;;;;;;;"";"";"";"";7;7;2023-10-08 20:21:51;1;;"";
02744001800;"Ober-Mörlen";"VF";;"";4334;2972;1362;0;2998;1243;69,2;2;71;2927;2,4;97,6;1203;335;419;466;227;49;152;;76;;;;;;;;;;;;;;;;;;;;;41,1;11,4;14,3;15,9;7,8;1,7;5,2;;2,6;;;;;;;;;;;;;;;;;;;;;55;2943;1,8;98,2;1154;399;413;497;150;45;125;35;37;10;5;0;9;5;6;1;20;4;1;21;6;;;;;;;;;39,2;13,6;14,0;16,9;5,1;1,5;4,2;1,2;1,3;0,3;0,2;0,0;0,3;0,2;0,2;0,0;0,7;0,1;0,0;0,7;0,2;;;;;;;;;"";"";"";"";6;6;2023-10-08 21:12:27;1;;"";
02744002100;"Reichelsheim (Wetterau), Stadt";"VF";;"";5117;3668;1449;0;3569;1297;69,7;2;95;3474;2,7;97,3;1118;320;599;783;217;55;326;;56;;;;;;;;;;;;;;;;;;;;;32,2;9,2;17,2;22,5;6,2;1,6;9,4;;1,6;;;;;;;;;;;;;;;;;;;;;101;3468;2,8;97,2;1210;336;557;817;156;55;181;57;33;9;3;2;14;1;7;0;12;0;0;13;5;;;;;;;;;34,9;9,7;16,1;23,6;4,5;1,6;5,2;1,6;1,0;0,3;0,1;0,1;0,4;0,0;0,2;0,0;0,3;0,0;0,0;0,4;0,1;;;;;;;;;"";"";"";"";9;9;2023-10-08 22:44:06;1;;"";
02744002200;"Rockenberg";"VF";;"";3340;2355;985;0;2399;892;71,8;2;54;2345;2,3;97,7;1057;299;291;301;164;33;128;;72;;;;;;;;;;;;;;;;;;;;;45,1;12,8;12,4;12,8;7,0;1,4;5,5;;3,1;;;;;;;;;;;;;;;;;;;;;43;2356;1,8;98,2;1057;323;270;317;116;32;89;35;48;12;11;3;9;0;5;1;12;0;3;7;6;;;;;;;;;44,9;13,7;11,5;13,5;4,9;1,4;3,8;1,5;2,0;0,5;0,5;0,1;0,4;0,0;0,2;0,0;0,5;0,0;0,1;0,3;0,3;;;;;;;;;"";"";"";"";3;3;2023-10-08 20:26:58;1;;"";
02744002400;"Wölfersheim";"VF";;"";7453;5450;2003;0;5045;1774;67,7;2;214;4831;4,2;95,8;1368;405;1179;1114;328;68;257;;112;;;;;;;;;;;;;;;;;;;;;28,3;8,4;24,4;23,1;6,8;1,4;5,3;;2,3;;;;;;;;;;;;;;;;;;;;;184;4861;3,6;96,4;1559;442;1026;1150;183;72;182;90;52;14;6;4;13;4;13;4;25;1;1;9;11;;;;;;;;;32,1;9,1;21,1;23,7;3,8;1,5;3,7;1,9;1,1;0,3;0,1;0,1;0,3;0,1;0,3;0,1;0,5;0,0;0,0;0,2;0,2;;;;;;;;;"";"";"";"";12;12;2023-10-08 22:44:59;1;;"";
02843900200;"Bad Schwalbach, Kreisstadt";"VF";;"";7562;5742;1820;0;4903;1715;64,8;2;103;4800;2,1;97,9;1722;743;709;1030;223;111;262;;;;;;;;;;;;;;;;;;;;;;;35,9;15,5;14,8;21,5;4,6;2,3;5,5;;;;;;;;;;;;;;;;;;;;;;;79;4824;1,6;98,4;1714;700;640;1038;213;108;153;62;34;22;6;0;22;4;6;2;37;4;4;49;6;;;;;;;;;35,5;14,5;13,3;21,5;4,4;2,2;3,2;1,3;0,7;0,5;0,1;0,0;0,5;0,1;0,1;0,0;0,8;0,1;0,1;1,0;0,1;;;;;;;;;"";"";"";"";14;14;2023-10-08 21:19:27;1;;"";
02843900300;"Eltville am Rhein, Stadt";"VF";;"";12660;8663;3997;0;9060;3720;71,6;2;116;8944;1,3;98,7;3921;1771;1158;1080;456;183;375;;;;;;;;;;;;;;;;;;;;;;;43,8;19,8;12,9;12,1;5,1;2,0;4,2;;;;;;;;;;;;;;;;;;;;;;;102;8958;1,1;98,9;3646;1734;1041;1176;576;168;191;116;40;15;10;2;48;10;17;5;40;4;3;98;18;;;;;;;;;40,7;19,4;11,6;13,1;6,4;1,9;2,1;1,3;0,4;0,2;0,1;0,0;0,5;0,1;0,2;0,1;0,4;0,0;0,0;1,1;0,2;;;;;;;;;"";"";"";"";15;15;2023-10-08 21:29:54;1;;"";
02843900400;"Geisenheim, Hochschulstadt";"VF";;"";8666;5979;2687;0;5819;2470;67,1;2;100;5719;1,7;98,3;2004;861;988;1023;325;121;397;;;;;;;;;;;;;;;;;;;;;;;35,0;15,1;17,3;17,9;5,7;2,1;6,9;;;;;;;;;;;;;;;;;;;;;;;72;5747;1,2;98,8;2061;938;736;1050;353;102;206;88;41;14;6;3;30;18;11;2;41;1;1;36;9;;;;;;;;;35,9;16,3;12,8;18,3;6,1;1,8;3,6;1,5;0,7;0,2;0,1;0,1;0,5;0,3;0,2;0,0;0,7;0,0;0,0;0,6;0,2;;;;;;;;;"";"";"";"";15;15;2023-10-08 20:44:13;1;;"";
02843900500;"Heidenrod";"VF";;"";5953;4502;1451;0;4244;1385;71,3;2;62;4182;1,5;98,5;1462;431;663;1025;166;90;345;;;;;;;;;;;;;;;;;;;;;;;35,0;10,3;15,9;24,5;4,0;2,2;8,2;;;;;;;;;;;;;;;;;;;;;;;60;4184;1,4;98,6;1463;423;549;1055;166;63;221;71;26;11;4;5;20;11;5;5;33;1;3;42;7;;;;;;;;;35,0;10,1;13,1;25,2;4,0;1,5;5,3;1,7;0,6;0,3;0,1;0,1;0,5;0,3;0,1;0,1;0,8;0,0;0,1;1,0;0,2;;;;;;;;;"";"";"";"";15;15;2023-10-08 20:12:25;1;;"";
02843900900;"Kiedrich";"VF";;"";3086;1991;1095;0;2263;1016;73,3;2;53;2210;2,3;97,7;784;437;498;246;114;44;87;;;;;;;;;;;;;;;;;;;;;;;35,5;19,8;22,5;11,1;5,2;2,0;3,9;;;;;;;;;;;;;;;;;;;;;;;47;2216;2,1;97,9;845;398;397;266;120;35;57;26;13;5;8;2;7;1;1;0;15;0;1;14;5;;;;;;;;;38,1;18,0;17,9;12,0;5,4;1,6;2,6;1,2;0,6;0,2;0,4;0,1;0,3;0,0;0,0;0,0;0,7;0,0;0,0;0,6;0,2;;;;;;;;;"";"";"";"";5;5;2023-10-08 20:28:23;1;;"";
02843901000;"Lorch, Stadt";"VF";;"";2599;1811;788;0;1804;748;69,4;2;32;1772;1,8;98,2;751;153;390;272;36;28;142;;;;;;;;;;;;;;;;;;;;;;;42,4;8,6;22,0;15,3;2,0;1,6;8,0;;;;;;;;;;;;;;;;;;;;;;;29;1775;1,6;98,4;808;191;232;283;50;36;100;33;7;4;3;0;3;3;1;4;4;1;1;4;7;;;;;;;;;45,5;10,8;13,1;15,9;2,8;2,0;5,6;1,9;0,4;0,2;0,2;0,0;0,2;0,2;0,1;0,2;0,2;0,1;0,1;0,2;0,4;;;;;;;;;"";"";"";"";8;8;2023-10-08 19:37:39;1;;"";
02843901200;"Oestrich-Winkel, Stadt";"VF";;"";8805;5490;3315;0;6454;3073;73,3;2;119;6335;1,8;98,2;2307;909;1518;726;434;100;341;;;;;;;;;;;;;;;;;;;;;;;36,4;14,3;24,0;11,5;6,9;1,6;5,4;;;;;;;;;;;;;;;;;;;;;;;134;6320;2,1;97,9;2498;975;1145;796;350;113;172;103;32;11;4;1;18;9;6;4;16;4;1;57;5;;;;;;;;;39,5;15,4;18,1;12,6;5,5;1,8;2,7;1,6;0,5;0,2;0,1;0,0;0,3;0,1;0,1;0,1;0,3;0,1;0,0;0,9;0,1;;;;;;;;;"";"";"";"";10;10;2023-10-08 22:55:38;1;;"";
02843901300;"Rüdesheim am Rhein, Stadt";"VF";;"";6511;4852;1659;0;4028;1518;61,9;2;72;3956;1,8;98,2;1520;431;581;743;151;83;447;;;;;;;;;;;;;;;;;;;;;;;38,4;10,9;14,7;18,8;3,8;2,1;11,3;;;;;;;;;;;;;;;;;;;;;;;70;3958;1,7;98,3;1595;499;477;803;150;73;176;55;40;11;3;0;14;1;5;3;22;3;0;23;5;;;;;;;;;40,3;12,6;12,1;20,3;3,8;1,8;4,4;1,4;1,0;0,3;0,1;0,0;0,4;0,0;0,1;0,1;0,6;0,1;0,0;0,6;0,1;;;;;;;;;"";"";"";"";14;14;2023-10-08 21:17:47;1;;"";
02843901400;"Schlangenbad";"VF";;"";4628;3259;1369;0;3318;1293;71,7;2;53;3265;1,6;98,4;1271;597;444;536;180;79;158;;;;;;;;;;;;;;;;;;;;;;;38,9;18,3;13,6;16,4;5,5;2,4;4,8;;;;;;;;;;;;;;;;;;;;;;;42;3276;1,3;98,7;1217;544;405;558;204;67;98;46;26;11;6;2;13;1;6;0;24;5;1;39;3;;;;;;;;;37,1;16,6;12,4;17,0;6,2;2,0;3,0;1,4;0,8;0,3;0,2;0,1;0,4;0,0;0,2;0,0;0,7;0,2;0,0;1,2;0,1;;;;;;;;;"";"";"";"";10;10;2023-10-08 21:10:23;1;;"";
02843901700;"Walluf";"VF";;"";4273;2908;1365;0;3144;1264;73,6;2;60;3084;1,9;98,1;1200;572;511;430;178;58;135;;;;;;;;;;;;;;;;;;;;;;;38,9;18,5;16,6;13,9;5,8;1,9;4,4;;;;;;;;;;;;;;;;;;;;;;;45;3099;1,4;98,6;1193;534;446;440;185;63;74;46;19;9;6;1;10;5;4;3;13;0;0;44;4;;;;;;;;;38,5;17,2;14,4;14,2;6,0;2,0;2,4;1,5;0,6;0,3;0,2;0,0;0,3;0,2;0,1;0,1;0,4;0,0;0,0;1,4;0,1;;;;;;;;;"";"";"";"";6;6;2023-10-08 20:22:47;1;;"";
02943900100;"Aarbergen";"VF";;"";4446;3076;1370;0;2975;1288;66,9;2;61;2914;2,1;97,9;1124;335;434;687;119;72;143;;;;;;;;;;;;;;;;;;;;;;;38,6;11,5;14,9;23,6;4,1;2,5;4,9;;;;;;;;;;;;;;;;;;;;;;;48;2927;1,6;98,4;1008;316;436;731;124;48;100;42;28;19;4;1;11;2;6;9;17;0;1;20;4;;;;;;;;;34,4;10,8;14,9;25,0;4,2;1,6;3,4;1,4;1,0;0,6;0,1;0,0;0,4;0,1;0,2;0,3;0,6;0,0;0,0;0,7;0,1;;;;;;;;;"";"";"";"";8;8;2023-10-08 20:06:30;1;;"";
02943900600;"Hohenstein";"VF";;"";4768;3556;1212;0;3505;1162;73,5;2;64;3441;1,8;98,2;1289;452;582;680;183;78;177;;;;;;;;;;;;;;;;;;;;;;;37,5;13,1;16,9;19,8;5,3;2,3;5,1;;;;;;;;;;;;;;;;;;;;;;;45;3460;1,3;98,7;1146;421;565;711;219;67;136;71;23;11;2;1;22;3;0;2;30;1;0;26;3;;;;;;;;;33,1;12,2;16,3;20,5;6,3;1,9;3,9;2,1;0,7;0,3;0,1;0,0;0,6;0,1;0,0;0,1;0,9;0,0;0,0;0,8;0,1;;;;;;;;;"";"";"";"";8;8;2023-10-08 20:26:13;1;;"";
02943900700;"Hünstetten";"VF";;"";8182;5824;2358;0;6131;2232;74,9;2;100;6031;1,6;98,4;2448;989;829;1074;270;160;261;;;;;;;;;;;;;;;;;;;;;;;40,6;16,4;13,7;17,8;4,5;2,7;4,3;;;;;;;;;;;;;;;;;;;;;;;78;6053;1,3;98,7;2295;975;744;1124;292;128;171;90;40;13;12;1;29;14;10;3;50;2;4;46;10;;;;;;;;;37,9;16,1;12,3;18,6;4,8;2,1;2,8;1,5;0,7;0,2;0,2;0,0;0,5;0,2;0,2;0,0;0,8;0,0;0,1;0,8;0,2;;;;;;;;;"";"";"";"";15;15;2023-10-08 20:16:47;1;;"";
02943900800;"Idstein, Hochschulstadt";"VF";;"";18423;13259;5164;0;13017;4888;70,7;2;181;12836;1,4;98,6;5534;2371;1694;1684;626;417;510;;;;;;;;;;;;;;;;;;;;;;;43,1;18,5;13,2;13,1;4,9;3,2;4,0;;;;;;;;;;;;;;;;;;;;;;;137;12880;1,1;98,9;4896;2441;1604;1795;805;280;360;171;103;33;21;7;46;27;22;11;113;2;3;104;36;;;;;;;;;38,0;19,0;12,5;13,9;6,3;2,2;2,8;1,3;0,8;0,3;0,2;0,1;0,4;0,2;0,2;0,1;0,9;0,0;0,0;0,8;0,3;;;;;;;;;"";"";"";"";23;23;2023-10-08 22:06:09;1;;"";
02943901100;"Niedernhausen";"VF";;"";10689;6886;3803;0;7836;3541;73,3;2;148;7688;1,9;98,1;3299;1344;994;1088;498;180;285;;;;;;;;;;;;;;;;;;;;;;;42,9;17,5;12,9;14,2;6,5;2,3;3,7;;;;;;;;;;;;;;;;;;;;;;;95;7741;1,2;98,8;3017;1315;923;1141;588;150;211;107;46;18;13;8;25;6;10;10;66;4;1;77;5;;;;;;;;;39,0;17,0;11,9;14,7;7,6;1,9;2,7;1,4;0,6;0,2;0,2;0,1;0,3;0,1;0,1;0,1;0,9;0,1;0,0;1,0;0,1;;;;;;;;;"";"";"";"";10;10;2023-10-08 23:35:58;1;;"";
02943901500;"Taunusstein, Stadt";"VF";;"";21428;14752;6676;0;14285;5984;66,7;2;323;13962;2,3;97,7;5837;2245;1915;2452;703;356;454;;;;;;;;;;;;;;;;;;;;;;;41,8;16,1;13,7;17,6;5,0;2,5;3,3;;;;;;;;;;;;;;;;;;;;;;;233;14052;1,6;98,4;5522;2127;1860;2515;686;291;330;195;90;44;27;3;68;17;14;6;69;1;14;140;33;;;;;;;;;39,3;15,1;13,2;17,9;4,9;2,1;2,3;1,4;0,6;0,3;0,2;0,0;0,5;0,1;0,1;0,0;0,5;0,0;0,1;1,0;0,2;;;;;;;;;"";"";"";"";33;33;2023-10-08 21:23:49;1;;"";
02943901600;"Waldems";"VF";;"";4090;3034;1056;0;3026;999;74,0;2;50;2976;1,7;98,3;1214;476;438;534;118;68;128;;;;;;;;;;;;;;;;;;;;;;;40,8;16,0;14,7;17,9;4,0;2,3;4,3;;;;;;;;;;;;;;;;;;;;;;;27;2999;0,9;99,1;1118;475;393;577;134;48;117;39;20;12;8;0;5;10;5;1;22;0;1;13;1;;;;;;;;;37,3;15,8;13,1;19,2;4,5;1,6;3,9;1,3;0,7;0,4;0,3;0,0;0,2;0,3;0,2;0,0;0,7;0,0;0,0;0,4;0,0;;;;;;;;;"";"";"";"";8;8;2023-10-08 20:03:27;1;;"";
03243600100;"Bad Soden am Taunus, Stadt";"VF";;"";15180;10815;4365;0;10716;4125;70,6;2;110;10606;1,0;99,0;5053;1708;1402;1063;856;190;274;;;;;;;;;;60;;;;;;;;;;;;;47,6;16,1;13,2;10,0;8,1;1,8;2,6;;;;;;;;;;0,6;;;;;;;;;;;;;102;10614;1,0;99,0;4743;1902;1095;1178;940;161;203;88;49;16;13;4;31;8;6;3;53;2;5;95;19;;;;;;;;;44,7;17,9;10,3;11,1;8,9;1,5;1,9;0,8;0,5;0,2;0,1;0,0;0,3;0,1;0,1;0,0;0,5;0,0;0,0;0,9;0,2;;;;;;;;;"";"";"";"";21;21;2023-10-08 21:01:09;1;;"";
03243600200;"Eppstein, Stadt";"VF";;"";9355;6566;2789;0;6783;2616;72,5;2;63;6720;0,9;99,1;3190;1010;806;908;312;128;320;;;;;;;;;;46;;;;;;;;;;;;;47,5;15,0;12,0;13,5;4,6;1,9;4,8;;;;;;;;;;0,7;;;;;;;;;;;;;56;6727;0,8;99,2;2727;1119;722;961;477;114;232;89;51;16;20;3;30;7;4;3;60;2;4;67;19;;;;;;;;;40,5;16,6;10,7;14,3;7,1;1,7;3,4;1,3;0,8;0,2;0,3;0,0;0,4;0,1;0,1;0,0;0,9;0,0;0,1;1,0;0,3;;;;;;;;;"";"";"";"";16;16;2023-10-08 20:36:07;1;;"";
03243600300;"Eschborn, Stadt";"VF";;"";13687;10396;3291;0;9177;3103;67,0;2;124;9053;1,4;98,6;3580;1522;1449;1213;642;263;325;;;;;;;;;;59;;;;;;;;;;;;;39,5;16,8;16,0;13,4;7,1;2,9;3,6;;;;;;;;;;0,7;;;;;;;;;;;;;102;9075;1,1;98,9;3347;1634;1183;1288;694;227;232;129;56;32;12;7;30;18;12;4;55;11;4;78;22;;;;;;;;;36,9;18,0;13,0;14,2;7,6;2,5;2,6;1,4;0,6;0,4;0,1;0,1;0,3;0,2;0,1;0,0;0,6;0,1;0,0;0,9;0,2;;;;;;;;;"";"";"";"";16;16;2023-10-08 22:14:21;1;;"";
03243600800;"Kelkheim (Taunus), Stadt";"VF";;"";20031;13551;6480;0;14559;6085;72,7;2;159;14400;1,1;98,9;6562;2504;1704;1790;837;257;601;;;;;;;;;;145;;;;;;;;;;;;;45,6;17,4;11,8;12,4;5,8;1,8;4,2;;;;;;;;;;1,0;;;;;;;;;;;;;126;14433;0,9;99,1;6228;2544;1476;1884;1010;235;369;185;82;44;42;10;30;13;7;4;124;2;6;125;13;;;;;;;;;43,2;17,6;10,2;13,1;7,0;1,6;2,6;1,3;0,6;0,3;0,3;0,1;0,2;0,1;0,0;0,0;0,9;0,0;0,0;0,9;0,1;;;;;;;;;"";"";"";"";23;23;2023-10-08 21:15:37;1;;"";
03243601000;"Liederbach am Taunus";"VF";;"";5821;4170;1651;0;4110;1581;70,6;2;38;4072;0,9;99,1;1791;621;607;467;267;71;223;;;;;;;;;;25;;;;;;;;;;;;;44,0;15,3;14,9;11,5;6,6;1,7;5,5;;;;;;;;;;0,6;;;;;;;;;;;;;28;4082;0,7;99,3;1733;647;525;507;293;55;145;46;25;8;4;2;15;2;1;1;31;0;1;34;7;;;;;;;;;42,5;15,9;12,9;12,4;7,2;1,3;3,6;1,1;0,6;0,2;0,1;0,0;0,4;0,0;0,0;0,0;0,8;0,0;0,0;0,8;0,2;;;;;;;;;"";"";"";"";9;9;2023-10-08 19:49:21;1;;"";
03243601100;"Schwalbach am Taunus, Stadt";"VF";;"";9609;7120;2489;0;6165;2275;64,2;2;97;6068;1,6;98,4;2297;867;1404;795;315;160;194;;;;;;;;;;36;;;;;;;;;;;;;37,9;14,3;23,1;13,1;5,2;2,6;3,2;;;;;;;;;;0,6;;;;;;;;;;;;;84;6081;1,4;98,6;2250;974;1114;835;335;150;144;78;35;17;7;4;22;15;5;1;31;1;5;47;11;;;;;;;;;37,0;16,0;18,3;13,7;5,5;2,5;2,4;1,3;0,6;0,3;0,1;0,1;0,4;0,2;0,1;0,0;0,5;0,0;0,1;0,8;0,2;;;;;;;;;"";"";"";"";12;12;2023-10-08 21:09:50;1;;"";
03243601200;"Sulzbach (Taunus)";"VF";;"";6107;4369;1738;0;4279;1619;70,1;2;54;4225;1,3;98,7;1750;658;768;530;218;85;197;;;;;;;;;;19;;;;;;;;;;;;;41,4;15,6;18,2;12,5;5,2;2,0;4,7;;;;;;;;;;0,4;;;;;;;;;;;;;49;4230;1,1;98,9;1614;695;651;572;269;66;160;59;20;10;7;1;17;11;4;0;21;1;2;41;9;;;;;;;;;38,2;16,4;15,4;13,5;6,4;1,6;3,8;1,4;0,5;0,2;0,2;0,0;0,4;0,3;0,1;0,0;0,5;0,0;0,0;1,0;0,2;;;;;;;;;"";"";"";"";9;9;2023-10-08 21:08:32;1;;"";
03343600400;"Flörsheim am Main, Stadt";"VF";;"";14731;11335;3396;0;9323;3281;63,3;2;172;9151;1,8;98,2;3760;1127;1236;1717;404;366;495;;;;;;;;;;46;;;;;;;;;;;;;41,1;12,3;13,5;18,8;4,4;4,0;5,4;;;;;;;;;;0,5;;;;;;;;;;;;;128;9195;1,4;98,6;3524;1086;1215;1783;472;259;325;168;80;36;25;3;37;12;20;6;33;1;7;85;18;;;;;;;;;38,3;11,8;13,2;19,4;5,1;2,8;3,5;1,8;0,9;0,4;0,3;0,0;0,4;0,1;0,2;0,1;0,4;0,0;0,1;0,9;0,2;;;;;;;;;"";"";"";"";16;16;2023-10-08 21:19:59;1;;"";
03343600500;"Hattersheim am Main, Stadt";"VF";;"";18518;13743;4775;0;11707;4553;63,2;2;197;11510;1,7;98,3;5055;1663;1803;1658;448;270;553;;;;;;;;;;60;;;;;;;;;;;;;43,9;14,4;15,7;14,4;3,9;2,3;4,8;;;;;;;;;;0,5;;;;;;;;;;;;;164;11543;1,4;98,6;4764;1761;1540;1749;529;237;358;183;85;25;34;6;31;17;12;8;52;5;10;112;25;;;;;;;;;41,3;15,3;13,3;15,2;4,6;2,1;3,1;1,6;0,7;0,2;0,3;0,1;0,3;0,1;0,1;0,1;0,5;0,0;0,1;1,0;0,2;;;;;;;;;"";"";"";"";22;22;2023-10-08 20:53:58;1;;"";
03343600600;"Hochheim am Main, Stadt";"VF";;"";13540;10169;3371;0;9056;3178;66,9;2;119;8937;1,3;98,7;3761;1455;1041;1495;408;255;465;;;;;;;;;;57;;;;;;;;;;;;;42,1;16,3;11,6;16,7;4,6;2,9;5,2;;;;;;;;;;0,6;;;;;;;;;;;;;104;8952;1,1;98,9;3475;1456;1012;1561;468;210;329;116;57;31;16;2;41;7;17;4;62;3;5;61;19;;;;;;;;;38,8;16,3;11,3;17,4;5,2;2,3;3,7;1,3;0,6;0,3;0,2;0,0;0,5;0,1;0,2;0,0;0,7;0,0;0,1;0,7;0,2;;;;;;;;;"";"";"";"";14;14;2023-10-08 21:34:56;1;;"";
